Month,SIC,Value,Metric,Seasonal Adjustment,Variable,Estimate,Unit,Marker
2016-01,l,-0.21,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-02,l,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-03,l,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-04,l,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-05,l,0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-06,l,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-07,l,-0.17,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-08,l,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-09,l,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-10,l,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-11,l,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-12,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-01,l,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-02,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-03,l,0.21,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-04,l,-0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-05,l,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-06,l,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-07,l,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-08,l,-0.17,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-09,l,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-10,l,0.19,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-11,l,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-12,l,-0.21,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-01,l,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-02,l,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-03,l,0.17,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-04,l,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-05,l,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-06,l,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-07,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-08,l,-0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-09,l,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-10,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-11,l,-0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-12,l,-0.14,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-01,l,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-02,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-03,l,0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-04,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-05,l,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-06,l,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-07,l,0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-08,l,-0.25,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-09,l,0.22,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-10,l,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-11,l,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-12,l,-0.25,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-01,l,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-02,l,0.18,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-03,l,0.22,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-04,l,-0.33,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-05,l,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-06,l,0.14,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-07,l,0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-08,l,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-09,l,0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-10,l,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-11,l,-0.17,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-12,l,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-01,l,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-02,l,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-03,l,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-04,l,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-05,l,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-06,l,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-07,l,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-08,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-09,l,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-10,l,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-11,l,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-12,l,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-01,l,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-02,l,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-03,l,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-04,l,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-05,l,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-06,l,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-07,l,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-08,l,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-09,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-10,l,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-11,l,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-12,l,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2012-02,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-03,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-04,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-05,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-06,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-07,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-08,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-09,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-10,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-11,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-12,m,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2013-01,m,0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-02,m,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-03,m,-0.19,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-04,m,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-05,m,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-06,m,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-07,m,0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-08,m,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-09,m,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-10,m,0.14,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-11,m,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-12,m,-0.18,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-01,m,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-02,m,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-03,m,0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-04,m,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-05,m,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-06,m,0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-07,m,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-08,m,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-09,m,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-10,m,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-11,m,-0.15,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-12,m,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-01,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-02,m,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-03,m,0.28,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-04,m,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-05,m,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-06,m,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-07,m,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-08,m,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-09,m,0.14,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-10,m,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-11,m,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-12,m,0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-01,m,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-02,m,0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-03,m,0.28,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-04,m,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-05,m,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-06,m,0.17,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-07,m,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-08,m,0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-09,m,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-10,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-11,m,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-12,m,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-01,m,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-02,m,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-03,m,0.31,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-04,m,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-05,m,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-06,m,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-07,m,-0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-08,m,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-09,m,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-10,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-11,m,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-12,m,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-01,m,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-02,m,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-03,m,0.21,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-04,m,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-05,m,0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-06,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-07,m,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-08,m,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-09,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-10,m,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-11,m,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-12,m,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-01,m,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-02,m,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-03,m,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-04,m,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-05,m,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-06,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-07,m,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-08,m,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-09,m,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-10,m,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-11,m,-0.14,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-12,m,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-01,m,0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-02,m,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-03,m,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-04,m,-0.41,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-05,m,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-06,m,0.19,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-07,m,0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-08,m,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-09,m,0.14,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-10,m,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-11,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2020-12,m,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-01,m,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-02,m,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-03,m,0.26,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-04,m,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-05,m,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-06,m,0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-07,m,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-08,m,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-09,m,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-10,m,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-11,m,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2021-12,m,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-01,m,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-02,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-03,m,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-04,m,-0.18,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-05,m,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-06,m,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-07,m,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-08,m,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-09,m,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-10,m,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-11,m,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2022-12,m,-0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2012-02,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-03,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-04,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-05,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-06,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-07,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-08,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-09,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-10,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-11,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2012-12,n,,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,data-unavailable
2013-01,n,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-02,n,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-03,n,0.21,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-04,n,-0.25,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-05,n,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-06,n,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-07,n,0.14,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-08,n,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-09,n,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-10,n,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-11,n,-0.21,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2013-12,n,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-01,n,0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-02,n,-0.24,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-03,n,0.25,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-04,n,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-05,n,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-06,n,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-07,n,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-08,n,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-09,n,0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-10,n,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-11,n,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2014-12,n,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-01,n,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-02,n,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-03,n,0.18,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-04,n,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-05,n,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-06,n,0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-07,n,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-08,n,-0.21,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-09,n,0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-10,n,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-11,n,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2015-12,n,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-01,n,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-02,n,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-03,n,0.23,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-04,n,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-05,n,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-06,n,0.18,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-07,n,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-08,n,-0.18,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-09,n,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-10,n,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-11,n,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2016-12,n,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-01,n,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-02,n,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-03,n,0.28,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-04,n,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-05,n,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-06,n,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-07,n,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-08,n,-0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-09,n,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-10,n,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-11,n,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2017-12,n,-0.13,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-01,n,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-02,n,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-03,n,0.17,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-04,n,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-05,n,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-06,n,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-07,n,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-08,n,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-09,n,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-10,n,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-11,n,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2018-12,n,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
2019-01,n,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-month,day7,unitless,
